cust_age;policy_id;coverage_start_date;cust_region;sum_assured_group;ins_deductible;annual_prem;zip_code;insured_sex;edu_lvl;marital_status;claim_incurred_date;claim_type;acc_type;emg_services_notified;incident_city;incident_hour;num_vehicles_involved;property_damage;bodily_injuries;witnesses;police_report_avlbl;total_claim_amount;injury_claim;property_claim;vehicle_claim;car_brand;car_model;production_year
46;95263;23.11.2007;north;low;1000;868.66;365599;M;phd;unmarried;27.01.2023;single vehicle collision;rear collision;Other;Springfield;19;1;?;0;3;;80280;13380;13380;53520;Chevrolet;Tahoe;2020
44;464187;23.10.2013;north;high;500;1393.69;366580;F;jd;married;05.02.2023;theft;;Police;Springfield;7;1;NO;2;1;;5590;860;860;3870;BMW;X5;2007
47;598005;13.01.1999;west;low;2000;1081.12;348850;M;md;other;31.01.2023;multi-vehicle collision;front collision;Police;Arlington;22;4;YES;2;0;;71760;11040;11040;49680;Jeep;Grand Cherokee;2017
41;438376;12.11.2004;east;high;2000;1613.25;506606;F;associate;other;20.01.2023;theft;;None;Springfield;6;1;NO;0;1;;3740;680;680;2380;Chevrolet;Malibu;2018
32;545489;27.02.2004;east;high;2000;1244.79;340219;F;phd;other;28.01.2023;single vehicle collision;front collision;Fire;Arlington;10;1;?;0;1;;53100;5900;5900;41300;Subaru;Impreza;2013
47;388923;21.08.2009;east;high;1000;1210.18;359266;F;md;married;01.03.2023;multi-vehicle collision;side collision;Fire;Northbend;17;3;NO;2;3;NO;56320;7040;7040;42240;Mercedes;ML350;2007
36;253851;17.03.2022;west;low;500;1270.57;356927;M;college;married;19.02.2023;multi-vehicle collision;front collision;Ambulance;Northbrook;7;3;YES;2;1;;69630;12660;6330;50640;Toyota;Corolla;2005
30;156241;23.06.2001;west;low;1000;1071.94;338845;F;high school;other;02.02.2023;single vehicle collision;rear collision;Police;Northbrook;12;1;?;0;0;NO;85690;15580;15580;54530;BMW;3 Series;2018
47;318049;27.06.1999;north;mid;500;1305.22;500616;M;college;other;17.02.2023;multi-vehicle collision;front collision;Police;Northbrook;22;3;NO;0;2;;59730;10860;10860;38010;Audi;A3;2012
30;339609;28.09.2009;north;mid;500;954.8;338205;F;associate;married;06.02.2023;single vehicle collision;front collision;Other;Hillsdale;20;1;?;1;1;YES;87100;8710;8710;69680;Saab;92x;2007
21;552104;14.04.2012;east;mid;1000;1388.4;379376;F;masters;other;14.01.2023;single vehicle collision;rear collision;Fire;Northbrook;14;1;NO;0;0;;62900;12580;6290;44030;Accura;MDX;2013
37;404731;03.07.2020;north;high;2000;1373.4;509194;F;masters;other;31.01.2023;multi-vehicle collision;side collision;Ambulance;Columbus;11;3;?;0;1;;56160;6240;6240;43680;Ford;Fusion;2022
50;248168;09.03.2009;east;low;500;791.26;520837;M;md;other;14.01.2023;multi-vehicle collision;front collision;Other;Hillsdale;17;3;NO;0;3;NO;81960;13660;13660;54640;Dodge;Neon;2015
39;562547;02.02.2018;east;mid;500;1363.57;366602;M;college;unmarried;05.02.2023;multi-vehicle collision;side collision;Fire;Columbus;14;3;NO;2;1;NO;44280;4920;4920;34440;Chevrolet;Silverado;2015
41;427726;25.11.2008;west;low;500;1104.88;503288;F;college;other;26.02.2023;parked car;;Police;Columbus;3;1;?;2;0;NO;5000;500;500;4000;Dodge;RAM;2010
42;437410;21.10.2001;north;low;1000;1279.83;519779;M;college;other;13.02.2023;multi-vehicle collision;rear collision;Fire;Northbend;20;4;NO;0;2;YES;47740;4340;4340;39060;Honda;Civic;2012
26;336645;21.08.2012;east;high;1000;1197.55;519852;M;college;other;22.02.2023;multi-vehicle collision;rear collision;Other;Riverwood;0;3;?;1;2;YES;52110;5790;5790;40530;Nissan;Maxima;2019
61;380858;20.12.1997;east;high;1000;1123.48;504418;F;associate;married;13.01.2023;multi-vehicle collision;rear collision;Police;Northbend;6;3;?;0;2;YES;79800;6650;19950;53200;Saab;95;2007
37;434930;14.11.2018;west;mid;500;1480.25;513904;F;associate;married;22.02.2023;multi-vehicle collision;rear collision;Other;Arlington;15;3;?;2;1;NO;60750;6750;6750;47250;Subaru;Forrestor;2010
32;588883;17.05.2008;west;high;500;1692.2;503700;F;associate;married;30.01.2023;single vehicle collision;rear collision;Other;Northbend;0;1;YES;0;2;;57240;4770;9540;42930;BMW;X6;2002
41;298922;05.03.2003;west;mid;500;1579.38;503795;F;phd;other;07.01.2023;single vehicle collision;front collision;Police;Riverwood;8;1;YES;2;2;NO;63470;5770;11540;46160;BMW;X6;2006
26;396083;03.01.2013;east;mid;2000;1507.15;511691;F;associate;married;23.02.2023;single vehicle collision;front collision;Ambulance;Riverwood;9;1;YES;2;3;NO;78320;7120;14240;56960;Saab;92x;2014
32;68406;17.09.2007;west;high;1000;1462.53;368954;F;high school;married;15.01.2023;single vehicle collision;rear collision;Ambulance;Springfield;1;1;?;2;0;NO;62260;5660;5660;50940;Saab;92x;2002
44;310991;24.07.2014;east;low;2000;717.63;506574;F;high school;other;13.02.2023;parked car;;None;Arlington;9;1;NO;0;3;;5400;600;600;4200;Chevrolet;Malibu;2005
62;403162;06.09.2016;east;mid;1000;1393.88;511619;F;md;other;07.02.2023;multi-vehicle collision;side collision;Other;Hillsdale;13;3;?;1;3;NO;66480;5540;11080;49860;Saab;92x;2019
23;527301;23.02.2007;east;mid;1000;1098.06;373077;F;college;married;15.01.2023;single vehicle collision;side collision;Other;Arlington;14;1;NO;1;0;YES;52400;6550;6550;39300;Accura;MDX;2012
33;567743;01.10.2014;north;low;2000;1460.87;515651;F;college;married;24.02.2023;multi-vehicle collision;rear collision;Ambulance;Columbus;23;3;YES;2;0;NO;44880;8160;4080;32640;Mercedes;C300;2011
38;364904;23.06.2016;east;high;2000;1439.17;335502;F;masters;married;08.01.2023;single vehicle collision;side collision;Police;Riverwood;18;1;?;2;3;YES;89650;8150;16300;65200;Dodge;RAM;2012
27;197055;17.03.2011;east;low;500;1046.5;520930;F;masters;other;13.02.2023;single vehicle collision;side collision;Police;Riverwood;2;1;?;2;1;YES;34650;6300;3150;25200;Ford;F150;2003
40;153133;07.07.1998;west;high;1000;1573.97;361243;F;phd;other;12.01.2023;theft;;Police;Northbrook;3;1;NO;1;1;NO;3190;580;290;2320;Audi;A5;2011
44;171768;06.07.2015;west;high;2000;1342.67;343312;M;associate;married;12.02.2023;theft;;Police;Northbend;7;1;?;1;2;NO;4680;520;0;4160;Accura;MDX;2006
57;443838;03.03.2005;west;low;500;863.44;515188;F;high school;other;14.01.2023;multi-vehicle collision;side collision;Ambulance;Hillsdale;7;3;NO;0;1;;59040;9840;9840;39360;Dodge;RAM;2002
43;580394;08.06.1997;east;mid;500;1255.15;348262;M;associate;other;01.03.2023;single vehicle collision;rear collision;Police;Northbrook;4;1;NO;2;2;YES;51600;10320;5160;36120;Dodge;Neon;2018
59;181159;11.12.2006;north;mid;500;1342.47;373297;F;jd;other;06.02.2023;parked car;;None;Northbend;8;1;?;2;3;NO;6500;1300;650;4550;Saab;92x;2020
39;228435;13.05.2011;east;high;500;1755.98;358961;M;high school;other;17.01.2023;multi-vehicle collision;rear collision;Other;Northbrook;9;3;YES;2;1;;55000;5000;10000;40000;Saab;93;2003
26;331840;24.12.2002;west;high;500;1498.15;513794;M;phd;other;13.02.2023;theft;;Police;Northbrook;5;1;NO;0;2;YES;5160;860;860;3440;Accura;TL;2011
45;366348;04.03.2014;west;high;2000;1173.18;357089;M;md;other;03.01.2023;single vehicle collision;side collision;Fire;Springfield;23;1;?;1;1;NO;87780;7980;7980;71820;Honda;CRV;2018
33;457389;06.06.2014;east;low;1000;1425.25;346863;F;associate;other;15.02.2023;parked car;;Police;Northbend;3;1;NO;1;1;NO;2970;330;330;2310;Toyota;Highlander;2015
46;334506;20.03.2020;west;low;1000;874.99;354402;M;md;other;03.01.2023;single vehicle collision;rear collision;Police;Hillsdale;2;1;NO;2;1;NO;57330;12740;6370;38220;Jeep;Grand Cherokee;2005
47;531790;31.10.2002;west;high;500;1141.57;501568;M;md;other;18.02.2023;single vehicle collision;front collision;Other;Arlington;4;1;YES;2;1;;58560;9760;9760;39040;Mercedes;E400;2009
53;563265;01.08.2002;east;mid;2000;1458.04;338552;F;masters;other;09.02.2023;multi-vehicle collision;front collision;Police;Springfield;10;2;YES;1;3;NO;77990;7090;14180;56720;Jeep;Wrangler;2019
27;381136;02.05.2016;west;low;1000;1629.21;337291;F;high school;married;23.01.2023;parked car;;Police;Arlington;4;1;?;1;2;NO;6030;670;670;4690;Nissan;Pathfinder;2014
29;228843;18.10.2019;north;mid;500;1207.74;347156;F;masters;other;14.01.2023;single vehicle collision;rear collision;Ambulance;Arlington;17;1;YES;1;0;YES;73260;16280;0;56980;Volkswagen;Jetta;2021
49;342829;16.02.2003;west;low;2000;1237.17;339328;F;jd;married;10.01.2023;single vehicle collision;front collision;Police;Riverwood;19;1;?;1;1;;57310;5210;10420;41680;Volkswagen;Passat;2009
47;532755;03.10.2015;north;mid;1000;1391.45;372890;M;high school;other;15.01.2023;multi-vehicle collision;side collision;Ambulance;Northbend;20;3;YES;1;3;YES;56160;6240;12480;37440;Audi;A5;2009
41;302297;06.09.2021;north;low;1000;1132.79;364113;F;college;married;20.01.2023;single vehicle collision;rear collision;Ambulance;Northbend;18;1;NO;2;2;;69300;6930;13860;48510;Volkswagen;Jetta;2003
60;285285;27.01.2018;north;low;1000;1553.63;336376;F;md;other;14.02.2023;single vehicle collision;front collision;Ambulance;Northbrook;11;1;YES;1;1;NO;85250;15500;7750;62000;Mercedes;E400;2006
38;151782;10.10.2015;north;mid;2000;1345.42;336435;F;jd;unmarried;02.02.2023;multi-vehicle collision;rear collision;Ambulance;Springfield;1;3;NO;2;3;;73800;12300;12300;49200;Audi;A3;2002
41;149143;17.09.2008;west;mid;2000;1798.87;341467;M;jd;other;14.01.2023;multi-vehicle collision;rear collision;Ambulance;Hillsdale;0;3;NO;1;0;NO;47800;4780;4780;38240;Jeep;Grand Cherokee;2016
24;547655;04.06.1999;north;low;500;1173.62;374760;M;masters;married;06.01.2023;theft;;Police;Columbus;20;1;?;0;1;YES;7480;680;680;6120;Dodge;Neon;2010
34;531901;30.07.2001;north;low;1000;1421.45;354367;M;associate;other;21.01.2023;theft;;None;Riverwood;0;1;YES;0;3;NO;9100;1400;1400;6300;Chevrolet;Malibu;2010
35;410714;21.05.2005;east;low;2000;1219.33;351554;M;masters;other;21.01.2023;single vehicle collision;rear collision;Police;Northbend;2;1;YES;0;1;;52030;9460;4730;37840;Mercedes;E400;2015
45;592836;10.01.2006;east;mid;500;970.61;369863;F;college;unmarried;19.01.2023;theft;;None;Springfield;3;1;NO;2;3;NO;3190;290;580;2320;Ford;Escape;2002
51;331458;08.02.2009;west;high;1000;1524.72;371834;M;masters;other;30.01.2023;theft;;Police;Hillsdale;5;1;YES;2;2;;4620;840;840;2940;Dodge;RAM;2016
30;126788;30.01.2017;north;high;500;1446.65;518650;F;jd;married;11.02.2023;single vehicle collision;side collision;Fire;Northbrook;9;1;YES;1;1;;84590;7690;7690;69210;Toyota;Highlander;2007
23;77934;19.08.2000;west;mid;2000;1134.94;371268;F;associate;other;02.02.2023;single vehicle collision;side collision;Police;Columbus;14;1;NO;0;3;;98340;8940;17880;71520;Honda;Accord;2011
60;420435;10.02.2010;west;high;1000;1186.56;359263;F;md;other;18.01.2023;multi-vehicle collision;rear collision;Other;Arlington;9;2;?;0;3;;53900;5390;10780;37730;Saab;95;2013
37;467452;24.06.2012;west;high;1000;1058.85;371553;M;phd;other;09.01.2023;single vehicle collision;rear collision;Ambulance;Columbus;15;1;YES;2;3;;49100;9820;4910;34370;Subaru;Impreza;2003
49;505765;29.04.2001;north;high;2000;1568.88;341110;M;jd;other;18.01.2023;theft;;None;Columbus;13;1;NO;0;3;NO;6820;1240;620;4960;Mercedes;ML350;2016
46;390320;21.05.2006;north;low;1000;1108.48;355333;M;md;other;24.01.2023;multi-vehicle collision;side collision;Other;Riverwood;14;3;NO;0;1;;47700;4770;9540;33390;Accura;MDX;2004
38;144329;31.07.2000;west;high;2000;1293.04;377324;M;md;unmarried;14.02.2023;multi-vehicle collision;front collision;Ambulance;Springfield;12;3;YES;1;2;NO;64620;7180;0;57440;Dodge;Neon;2010
32;455693;04.03.2007;east;high;1000;1237.03;353368;M;associate;other;11.02.2023;parked car;;None;Arlington;4;1;?;0;2;;5060;460;920;3680;Honda;CRV;2019
31;525312;23.05.2011;west;mid;2000;1232.8;513439;F;md;married;06.02.2023;multi-vehicle collision;front collision;Other;Arlington;1;2;NO;2;1;;74400;14880;7440;52080;BMW;M5;2010
32;270840;02.06.1999;west;mid;500;1477.59;344381;M;masters;unmarried;13.01.2023;single vehicle collision;front collision;Other;Northbrook;15;1;YES;1;3;YES;74690;6790;13580;54320;Dodge;RAM;2015
39;292459;11.07.2012;east;mid;1000;1258.67;373559;F;jd;other;22.02.2023;multi-vehicle collision;side collision;Police;Northbrook;20;3;NO;0;2;YES;37520;4690;4690;28140;Jeep;Wrangler;2017
37;112356;19.02.2009;west;low;1000;934.3;354744;M;jd;other;02.02.2023;multi-vehicle collision;side collision;Police;Northbrook;4;3;?;2;1;YES;57900;17370;5790;34740;Audi;A5;2012
37;335044;05.05.2002;north;high;1000;1330.05;333942;F;masters;other;05.02.2023;single vehicle collision;rear collision;Other;Columbus;17;1;NO;0;2;YES;54560;9920;9920;34720;Saab;95;2011
37;596214;23.02.1999;east;mid;500;918.92;367622;F;high school;married;13.02.2023;single vehicle collision;rear collision;Fire;Hillsdale;14;1;YES;2;0;;71190;0;7910;63280;Mercedes;C300;2004
46;524141;27.09.2011;west;mid;2000;1470.54;519762;M;md;married;10.01.2023;multi-vehicle collision;front collision;Ambulance;Arlington;3;3;?;1;3;YES;63580;5780;11560;46240;Volkswagen;Jetta;2011
32;185763;10.10.2009;west;low;1000;966.57;515735;M;md;other;27.01.2023;multi-vehicle collision;side collision;Ambulance;Columbus;0;3;?;0;2;;59400;6600;13200;39600;Dodge;RAM;2002
55;402982;11.10.2016;north;mid;500;1268.4;349389;M;college;married;19.02.2023;parked car;;None;Arlington;4;1;NO;0;0;NO;6400;640;640;5120;Honda;Civic;2009
33;484047;25.06.2009;east;mid;1000;853.25;358550;F;phd;other;04.01.2023;single vehicle collision;side collision;Fire;Northbrook;23;1;YES;0;1;YES;30700;3070;6140;21490;Toyota;Corolla;2022
44;128830;17.09.2021;west;high;1000;1592.56;352715;M;high school;married;05.02.2023;multi-vehicle collision;side collision;Fire;Columbus;17;2;YES;2;3;NO;55680;6960;6960;41760;Saab;95;2013
49;266888;04.02.2016;east;mid;500;1449.12;360788;F;college;other;21.02.2023;single vehicle collision;front collision;Ambulance;Springfield;17;1;NO;2;2;NO;28100;2810;5620;19670;Jeep;Grand Cherokee;2019
27;396571;27.02.2015;north;low;1000;1535.44;368438;F;college;married;20.02.2023;multi-vehicle collision;front collision;Police;Springfield;11;3;YES;1;1;NO;77700;7770;15540;54390;Jeep;Wrangler;2015
58;455470;14.12.2010;east;mid;2000;1115.15;505089;M;md;other;01.01.2023;multi-vehicle collision;front collision;Other;Northbend;15;3;?;1;2;;65520;10920;5460;49140;Volkswagen;Jetta;2016
30;557605;27.02.2019;west;mid;500;1037.66;366361;M;md;unmarried;16.02.2023;multi-vehicle collision;front collision;Other;Columbus;4;3;?;2;1;;74030;6730;13460;53840;Chevrolet;Tahoe;2012
43;222817;25.04.2009;east;mid;500;1298.79;500386;M;phd;unmarried;27.01.2023;parked car;;None;Northbend;0;1;NO;1;3;YES;1920;480;0;1440;Chevrolet;Tahoe;2018
32;560422;20.10.2001;east;low;1000;1431.53;508296;F;associate;other;22.01.2023;single vehicle collision;rear collision;Police;Arlington;4;1;YES;1;2;NO;54200;5420;10840;37940;Nissan;Ultima;2021
37;478002;25.02.1999;east;mid;2000;1432.38;357202;F;associate;unmarried;04.01.2023;single vehicle collision;rear collision;Other;Arlington;13;1;?;2;3;;55110;5010;10020;40080;Nissan;Maxima;2009
29;600943;15.03.2015;east;mid;2000;1089.84;501181;M;phd;other;05.01.2023;multi-vehicle collision;rear collision;Other;Springfield;15;3;?;0;2;YES;49950;5550;5550;38850;Nissan;Ultima;2011
45;359353;17.05.2021;west;high;2000;1102.61;332179;F;phd;unmarried;15.02.2023;single vehicle collision;rear collision;Police;Northbrook;5;1;NO;2;2;NO;91650;14100;14100;63450;Accura;TL;2018
34;189046;09.01.2009;north;high;1000;1054.82;364598;F;jd;other;20.01.2023;parked car;;None;Columbus;3;1;NO;2;1;;3770;580;580;2610;Jeep;Grand Cherokee;2009
39;373411;09.10.2012;north;mid;500;821.28;355657;M;masters;other;23.02.2023;multi-vehicle collision;front collision;Other;Columbus;3;3;?;2;2;NO;61500;6150;12300;43050;Dodge;RAM;2019
42;185750;30.05.1997;west;low;500;1513.41;503216;F;high school;other;19.01.2023;multi-vehicle collision;rear collision;Ambulance;Northbend;21;3;NO;1;0;NO;93720;17040;8520;68160;Mercedes;ML350;2012
34;345425;28.08.1998;west;low;500;1428.07;363275;F;jd;married;12.01.2023;multi-vehicle collision;rear collision;Ambulance;Northbend;11;3;NO;1;2;YES;57200;11440;5720;40040;Toyota;Camry;2012
21;331358;15.09.2014;north;mid;1000;1246.16;343518;F;high school;married;15.02.2023;multi-vehicle collision;rear collision;Police;Arlington;3;3;YES;1;2;;53280;5920;0;47360;Chevrolet;Malibu;2022
30;335205;27.09.2007;west;mid;1000;1849.89;365216;F;high school;other;09.02.2023;single vehicle collision;front collision;Fire;Riverwood;13;1;NO;1;0;YES;61740;6860;6860;48020;Audi;A3;2009
43;208605;06.10.2019;north;low;1000;1557.45;348880;M;jd;other;17.02.2023;single vehicle collision;front collision;Fire;Riverwood;1;1;NO;0;2;;77000;14000;7000;56000;Accura;RSX;2011
29;81615;27.08.2011;east;mid;2000;1439.71;372191;F;md;other;12.01.2023;multi-vehicle collision;rear collision;Other;Columbus;21;3;YES;0;0;;62900;6290;12580;44030;Jeep;Grand Cherokee;2005
43;333421;02.05.2006;north;high;2000;927.81;518600;F;phd;married;14.01.2023;single vehicle collision;front collision;Other;Arlington;12;1;?;2;2;YES;63240;10540;5270;47430;Mercedes;E400;2012
43;133993;26.10.2011;east;low;1000;1515.65;517851;M;jd;other;09.01.2023;multi-vehicle collision;rear collision;Police;Columbus;16;3;NO;2;0;YES;64400;6440;6440;51520;BMW;X5;2018
25;340074;27.09.2010;east;low;1000;1002.25;359857;M;masters;married;15.02.2023;multi-vehicle collision;front collision;Fire;Hillsdale;13;3;NO;1;3;NO;48000;9600;4800;33600;Dodge;RAM;2002
35;388716;17.07.1998;east;high;500;1105.18;378836;F;high school;married;04.02.2023;theft;;Police;Hillsdale;21;1;NO;0;0;YES;3300;600;600;2100;Saab;92x;2015
48;452249;04.09.2016;north;mid;1000;1462.84;343829;M;phd;other;25.01.2023;multi-vehicle collision;side collision;Fire;Arlington;17;3;?;0;0;NO;51480;5720;5720;40040;Toyota;Highlander;2020
23;313389;11.08.1999;east;high;2000;1469.55;346625;M;high school;other;20.01.2023;single vehicle collision;rear collision;Fire;Riverwood;8;1;NO;2;1;NO;50380;4580;9160;36640;Chevrolet;Tahoe;2014
43;102172;06.07.2002;east;high;2000;1279.36;363551;M;associate;other;17.01.2023;single vehicle collision;side collision;Police;Columbus;13;1;YES;0;1;NO;57690;6410;12820;38460;Mercedes;C300;2017
28;121373;21.05.2010;west;low;1000;986.56;330109;F;masters;unmarried;09.01.2023;single vehicle collision;rear collision;Police;Northbrook;3;1;?;1;1;YES;60200;6020;6020;48160;Subaru;Forrestor;2011
26;460998;12.10.2018;east;low;2000;1186.39;375884;F;jd;married;14.02.2023;multi-vehicle collision;rear collision;Fire;Hillsdale;16;2;YES;1;0;NO;53820;11960;5980;35880;Ford;F150;2022
40;473456;11.01.2014;east;low;500;1133.02;352703;F;associate;other;29.01.2023;theft;;None;Riverwood;6;1;?;1;0;NO;6400;640;640;5120;Toyota;Camry;2004
58;310312;28.12.2022;east;high;500;989.09;369397;M;associate;married;02.02.2023;single vehicle collision;front collision;Police;Northbrook;18;1;YES;1;1;;139048;10696;21392;106960;BMW;X5;2019
30;115635;21.02.2009;east;low;1000;794.46;514134;F;md;other;20.02.2023;multi-vehicle collision;rear collision;Fire;Northbend;9;3;YES;2;1;YES;58960;5360;10720;42880;Ford;F150;2011
48;533166;22.05.1998;east;high;2000;1420.67;373673;F;md;married;09.02.2023;theft;;None;Springfield;7;1;?;1;2;NO;3520;640;320;2560;Accura;MDX;2020
40;87876;27.11.2008;north;high;500;883.19;359952;F;masters;other;06.02.2023;single vehicle collision;front collision;Other;Northbend;0;1;YES;0;1;NO;85150;13100;13100;58950;Chevrolet;Malibu;2005
36;173775;18.04.2001;west;low;1000;947.55;348571;F;masters;other;19.01.2023;multi-vehicle collision;rear collision;Ambulance;Springfield;22;3;?;0;0;NO;69680;8710;8710;52260;Mercedes;ML350;2015
42;203888;02.10.2015;east;low;2000;1435.44;350307;F;associate;married;24.02.2023;single vehicle collision;rear collision;Other;Columbus;13;1;YES;1;3;NO;70400;12800;12800;44800;BMW;3 Series;2007
34;552391;01.05.2010;east;mid;500;1381.6;342765;F;masters;other;23.01.2023;multi-vehicle collision;side collision;Police;Arlington;4;3;?;2;3;YES;67500;7500;7500;52500;Subaru;Impreza;2003
34;274137;02.08.1997;north;low;1000;1140.59;508781;F;jd;other;13.01.2023;single vehicle collision;side collision;Ambulance;Northbend;18;1;YES;2;0;NO;52250;9500;4750;38000;Subaru;Legacy;2019
36;219715;27.07.2008;north;high;500;1486.37;340799;F;college;married;28.02.2023;multi-vehicle collision;side collision;Police;Northbrook;17;3;NO;2;2;;57900;5790;5790;46320;Saab;95;2015
35;197775;22.10.2000;east;mid;1000;917.48;359505;F;associate;other;18.01.2023;single vehicle collision;front collision;Ambulance;Northbrook;0;1;?;0;3;;48360;8060;8060;32240;Nissan;Maxima;2004
35;420708;17.02.2021;east;low;2000;1265.03;513950;M;masters;other;09.01.2023;multi-vehicle collision;rear collision;Other;Arlington;16;3;NO;1;3;YES;71500;16500;11000;44000;Ford;Escape;2013
33;306975;05.03.2021;east;low;1000;1742.75;332754;M;jd;unmarried;07.02.2023;multi-vehicle collision;rear collision;Ambulance;Springfield;4;3;NO;0;1;NO;36400;3640;7280;25480;Volkswagen;Jetta;2005
24;421326;18.08.2018;east;mid;1000;1620.78;500281;F;md;married;18.02.2023;multi-vehicle collision;side collision;Ambulance;Riverwood;6;3;NO;1;1;;74700;14940;7470;52290;Subaru;Forrestor;2004
32;531034;16.03.2013;east;high;1000;1213.96;354953;M;high school;married;02.01.2023;theft;;Police;Hillsdale;8;1;YES;1;1;YES;7040;1280;640;5120;Nissan;Maxima;2022
32;185599;30.12.2002;north;high;1000;1412.85;364659;F;masters;other;22.02.2023;parked car;;None;Riverwood;19;1;NO;1;3;NO;2400;300;300;1800;Chevrolet;Silverado;2021
19;131325;18.10.2021;north;mid;1000;1183.89;378805;F;jd;married;01.02.2023;single vehicle collision;side collision;Police;Northbend;5;1;?;0;2;;48950;4450;8900;35600;Accura;TL;2018
46;356043;23.03.2006;north;low;500;1670.99;378915;F;high school;married;17.02.2023;single vehicle collision;rear collision;Fire;Columbus;5;1;YES;1;1;NO;60700;12140;6070;42490;Honda;Civic;2004
61;204124;09.04.2013;north;high;1000;1035.43;338805;F;high school;married;30.01.2023;multi-vehicle collision;rear collision;Police;Hillsdale;1;3;?;2;1;NO;80880;6740;13480;60660;Nissan;Ultima;2012
45;296117;15.09.1999;west;high;1000;1360.4;342566;M;high school;unmarried;27.02.2023;multi-vehicle collision;front collision;Ambulance;Northbend;18;3;NO;0;0;NO;64000;12800;6400;44800;Saab;95;2006
57;239236;20.01.2005;east;low;2000;1565.48;502482;F;jd;married;15.02.2023;single vehicle collision;front collision;Other;Riverwood;10;1;?;2;3;NO;58300;5830;11660;40810;Nissan;Maxima;2021
39;101761;30.05.2017;east;low;1000;1253.46;354144;F;jd;other;14.02.2023;multi-vehicle collision;rear collision;Ambulance;Riverwood;22;2;NO;0;3;YES;59300;11860;5930;41510;Dodge;RAM;2015
38;250149;22.01.2000;west;low;2000;1586.66;335726;M;md;unmarried;09.01.2023;single vehicle collision;side collision;Other;Columbus;8;1;NO;0;0;;40320;5760;5760;28800;Subaru;Impreza;2008
39;199585;01.12.2002;east;mid;1000;1420.47;504636;F;jd;unmarried;24.01.2023;multi-vehicle collision;side collision;Fire;Columbus;12;3;NO;1;3;;46560;7760;7760;31040;Nissan;Ultima;2019
35;295639;18.04.2018;west;high;500;1196.55;338891;M;md;married;14.01.2023;theft;;Police;Columbus;9;1;NO;0;3;NO;3080;560;560;1960;Nissan;Ultima;2005
32;471378;15.11.2021;east;low;500;1535.18;357701;M;jd;married;04.02.2023;single vehicle collision;side collision;Other;Northbend;11;1;NO;1;0;NO;47400;9480;4740;33180;Chevrolet;Silverado;2011
31;94271;27.04.1998;west;high;2000;1372.33;370571;F;phd;other;26.02.2023;single vehicle collision;rear collision;Police;Hillsdale;16;1;NO;0;3;NO;51260;9320;9320;32620;Subaru;Legacy;2009
39;64038;25.12.2013;east;mid;1000;1349.21;378424;F;phd;unmarried;02.01.2023;multi-vehicle collision;rear collision;Fire;Arlington;19;3;NO;0;2;NO;64100;6410;6410;51280;Saab;95;2010
51;87457;11.12.2006;east;mid;2000;1122.49;518284;M;associate;other;24.02.2023;theft;;None;Northbrook;9;1;YES;1;1;YES;7080;1180;1180;4720;Ford;F150;2008
40;295053;06.04.2010;west;high;1000;1522.56;352406;F;masters;married;11.02.2023;multi-vehicle collision;side collision;Other;Northbrook;17;3;YES;0;2;YES;82400;8240;8240;65920;Nissan;Pathfinder;2013
46;212326;18.04.2004;east;high;1000;1370.29;339897;M;high school;other;13.01.2023;multi-vehicle collision;side collision;Other;Riverwood;22;3;NO;1;3;;90600;15100;15100;60400;BMW;X5;2016
27;172182;16.10.2016;east;high;1000;1662.77;365889;F;associate;other;05.02.2023;single vehicle collision;side collision;Ambulance;Springfield;3;1;?;0;3;;57500;5750;5750;46000;Audi;A3;2017
40;546643;23.02.2017;west;high;1000;1359.56;504801;M;phd;unmarried;15.02.2023;single vehicle collision;rear collision;Ambulance;Northbend;12;1;YES;0;2;YES;82170;7470;7470;67230;Subaru;Forrestor;2006
43;391297;22.07.2016;east;high;500;1233.21;366927;F;masters;other;10.02.2023;single vehicle collision;rear collision;Police;Springfield;14;1;NO;2;1;NO;54400;5440;5440;43520;BMW;M5;2018
30;575971;08.11.2019;west;high;2000;1191.51;361340;M;phd;other;02.02.2023;multi-vehicle collision;side collision;Other;Columbus;16;3;NO;2;3;;48950;8900;4450;35600;Subaru;Legacy;2012
32;445593;02.05.2018;east;high;1000;1375.15;341331;M;college;married;17.01.2023;multi-vehicle collision;rear collision;Ambulance;Springfield;6;4;?;1;1;NO;39720;6620;6620;26480;Accura;MDX;2009
42;312869;10.01.2016;east;high;500;1846.92;335457;M;jd;other;06.02.2023;multi-vehicle collision;front collision;Fire;Northbend;20;3;YES;2;2;YES;68520;11420;5710;51390;Subaru;Legacy;2010
42;316905;16.07.2002;east;low;500;1336.65;338146;M;associate;married;29.01.2023;single vehicle collision;side collision;Ambulance;Arlington;13;1;YES;0;1;;94160;8560;17120;68480;Chevrolet;Malibu;2003
33;61764;08.05.2019;west;low;1000;1458.07;500095;F;high school;married;07.01.2023;multi-vehicle collision;side collision;Ambulance;Northbend;15;3;NO;0;1;NO;41690;7580;7580;26530;Saab;95;2006
38;130602;25.11.2001;west;mid;1000;1435.64;337857;F;college;other;02.02.2023;multi-vehicle collision;side collision;Ambulance;Northbrook;6;3;?;0;2;NO;53730;11940;5970;35820;Dodge;RAM;2020
